gene,number,cluster
CLEC18C,283971,1
FAM100B,283991,1
C17orf58,284018,1
KIAA1267,284058,1
TTLL6,284076,1
FLJ40504,284085,1
C17orf89,284184,1
ZNF780A,284323,1
TMEM145,284339,1
CXCL17,284340,1
ZNF763,284390,1
FAM71E2,284418,1
C19orf77,284422,1
NWD1,284434,1
SLC25A42,284439,1
ODF3L2,284451,1
FAM41C,284593,1
C1orf111,284680,1
BTBD8,284697,1
LOC284749,284749,1
LOC284798,284798,1
C21orf125,284836,1
LOC284837,284837,1
CCDC141,285025,1
IAH1,285148,1
RGPD4,285190,1
ZNF660,285349,1
LOC285375,285375,1
FAM200B,285550,1
ARL10,285598,1
CNPY1,285888,1
ZNF775,285971,1
C8orf31,286122,1
NKAIN3,286183,1
C9orf142,286257,1
CXorf59,286464,1
DDX51,317781,1
TAS2R60,338398,1
LOC338799,338799,1
LST-3TM12,338821,1
C17orf90,339229,1
C17orf51,339263,1
MSL1,339287,1
ZNF260,339324,1
NANOS2,339345,1
MTMR9L,339483,1
ZNF678,339500,1
ZNF642,339559,1
KY,339855,1
RGAG4,340526,1
NHSL2,340527,1
TCEAL5,340543,1
ZC3H12B,340554,1
DCAF12L2,340578,1
LHFPL1,340596,1
C11orf53,341032,1
ANKRD33,341405,1
OR6C4,341418,1
FREM2,341640,1
SLC35F4,341880,1
ZKSCAN2,342357,1
ATXN1L,342371,1
SMTNL2,342527,1
ZSCAN5B,342933,1
AADACL4,343066,1
XKR7,343702,1
NOTO,344022,1
EVX2,344191,1
SH3RF3,344558,1
DVWA,344875,1
MTX3,345778,1
ECT2L,345930,1
ZNF391,346157,1
Sep.14,346288,1
MURC,347273,1
ZNF81,347344,1
DCAF8L2,347442,1
CCDC160,347475,1
LRRTM3,347731,1
TUBB2B,347733,1
OTOP3,347741,1
EP400NL,347918,1
CLEC18A,348174,1
SELV,348303,1
LNP1,348801,1
NUP43,348995,1
ZNF713,349075,1
LOC349114,349114,1
GATS,352954,1
TBC1D26,353149,1
TAS2R42,353164,1
ZNF445,353274,1
TICAM2,353376,1
IRF2BP2,359948,1
TMPRSS9,360200,1
GSTK1,373156,1
CDRT1,374286,1
DKFZp686O24166,374383,1
TMEM179B,374395,1
ZNF710,374655,1
HDDC3,374659,1
SPEM1,374768,1
ZNF699,374879,1
SBSN,374897,1
ZNF829,374899,1
B3GNT8,374907,1
C1orf187,374946,1
SPATA21,374955,1
C1orf175,374977,1
MIA3,375056,1
C1orf95,375057,1
LHFPL4,375323,1
TMEM110,375346,1
VWC2,375567,1
SLC26A5,375611,1
LRRC10,376132,1
CATSPER4,378807,1
C6orf174,387104,1
C6orf204,387119,1
C6orf120,387263,1
RASL11A,387496,1
ILDR2,387597,1
C10orf140,387640,1
SH2D4B,387694,1
C10orf99,387695,1
SLC16A12,387700,1
C17orf76,388341,1
HES5,388585,1
C1orf31,388753,1
LOC388789,388789,1
?,388795,1
C2orf71,388939,1
C2orf78,388960,1
BOLA3,388962,1
SP5,389058,1
PLEKHM3,389072,1
PRR23B,389151,1
PRR23C,389152,1
PLSCR5,389158,1
C4orf52,389203,1
BEND4,389206,1
PSMG4,389362,1
C6orf126,389383,1
C6orf222,389384,1
GLYATL3,389396,1
GATSL1,389523,1
FLJ43860,389690,1
MAFA,389692,1
LRRC26,389816,1
OR5AU1,390445,1
ANKRD34C,390616,1
PABPN1L,390748,1
ZNF793,390927,1
PRAMEF8,391002,1
PRAMEF18,391003,1
OR2L3,391192,1
GRID2IP,392862,1
NCRNA00086,399668,1
FLJ45983,399717,1
C10orf114,399726,1
FOXI2,399823,1
LOC400043,400043,1
C13orf36,400120,1
SH2D5,400745,1
C1orf226,400793,1
EML6,400954,1
C4orf40,401137,1
FLJ22536,401237,1
C8orf59,401466,1
TMEM215,401498,1
MCART6,401612,1
IGLON5,402665,1
UFSP1,402682,1
HAPLN4,404037,1
C10orf105,414152,1
C10orf62,414157,1
C9orf103,414328,1
MGC70857,414919,1
IQSEC3,440073,1
FAM66C,440078,1
LOC440173,440173,1
CCDC88C,440193,1
CATSPER2P1,440278,1
UNC13C,440279,1
RUNDC2C,440352,1
RNASEK,440400,1
GPR179,440435,1
FLJ42875,440556,1
UQCRHL,440567,1
TRIM67,440730,1
MAP1LC3C,440738,1
IQCF6,440956,1
LOC440957,440957,1
C6orf226,441150,1
TMEM151B,441151,1
OOEP,441161,1
PMS2CL,441194,1
AKR1B15,441282,1
SULT1C3,442038,1
RFPL4B,442247,1
ZNF727,442319,1
EID3,493861,1
WEE2,494551,1
CLEC18B,497190,1
C1orf190,541468,1
LOC541471,541471,1
DNAJC25,548645,1
BOLA2,552900,1
DUSP5P,574029,1
DEFB136,613210,1
LOC619207,619207,1
LOC641367,641367,1
FAM138F,641702,1
SEPT7P2,641977,1
LOC642852,642852,1
FAM196A,642938,1
TMEM72,643236,1
KIAA0754,643314,1
LOC643719,643719,1
PGA4,643847,1
WIPF3,644150,1
DRGX,644168,1
ZCCHC18,644353,1
C15orf56,644809,1
LOC645332,645332,1
LOC645676,645676,1
C14orf34,645687,1
CCDC154,645811,1
TMEM90A,646658,1
C2orf84,653140,1
PRB2,653247,1
FAM138B,654412,1
LRTM2,654429,1
PCP4L1,654790,1
RNF208,727800,1
GXYLT2,727936,1
RHOXF2B,727940,1
CT47A1,728096,1
FAM22A,728118,1
DNLZ,728489,1
C12orf71,728858,1
ZNF286B,729288,1
TRIM49L,729384,1
GATSL2,729438,1
GAGE2A,729447,1
AACSL,729522,1
LOC729603,729603,1
LOC730101,730101,1
ZNF735,730291,1
FLJ36777,730971,1
FAM18A,780776,1
C11orf83,790955,1
MIMT1,100073347,1
POM121C,100101267,1
ZNF397OS,100101467,1
FAM138E,100124412,1
HOTAIR,100124700,1
ZGLP1,100125288,1
EGOT,100126791,1
LOC100128164,100128164,1
BET3L,100128327,1
C19orf71,100128569,1
LOC100128675,100128675,1
CCDC152,100129792,1
LOC100130274,100130274,1
SYCE1L,100130958,1
TSTD1,100131187,1
SP9,100131390,1
LOC100132215,100132215,1
LOC100133545,100133545,1
C17orf106,100134934,1
C17orf99,100141515,1
LOC100144603,100144603,1
C19orf69,100170765,1
LOC100190938,100190938,1
LOC100190940,100190940,1
FLJ41941,100192420,1
LOC100240735,100240735,1
ARHGEF33,100271715,1
MTCP1NB,100272147,1
ZNF605,100289635,1
ADCYAP1,116,2
ADH1C,126,2
AGTR1,185,2
AGTR2,186,2
ALPI,248,2
ALPP,250,2
ALPPL2,251,2
AMBP,259,2
AQP7,364,2
ARG1,383,2
ARL2,402,2
ARSE,415,2
ATOH1,474,2
BMP8B,656,2
BRDT,676,2
C6,729,2
CA7,766,2
CAMP,820,2
CAPN3,825,2
CEL,1056,2
CHRNG,1146,2
CMA1,1215,2
CNGA4,1262,2
COL4A3,1285,2
COL17A1,1308,2
CPS1,1373,2
CRYGD,1421,2
CSN2,1447,2
CTSG,1511,2
CYP1B1,1545,2
CYP2C19,1557,2
CYP2C9,1559,2
CYP2C18,1562,2
CFD,1675,2
DLG2,1740,2
DLX5,1749,2
DMPK,1760,2
DSG3,1830,2
EDNRB,1910,2
EREG,2069,2
FABP7,2173,2
FGB,2244,2
FGF10,2255,2
FOXF1,2294,2
FLG,2312,2
NR5A2,2494,2
FUT6,2528,2
GABRA1,2554,2
LRRC32,2615,2
GATA2,2624,2
GFRA2,2675,2
GJA3,2700,2
GLRA2,2742,2
HIST1H1B,3009,2
HIST1H2BB,3018,2
HABP2,3026,2
HGF,3082,2
HMX2,3167,2
HOXB9,3219,2
HOXD10,3236,2
HOXD11,3237,2
HOXD13,3239,2
HPX,3263,2
ERAS,3266,2
HTN1,3346,2
IFRD1,3475,2
IL11,3589,2
IRF3,3661,2
ITPR3,3710,2
KCNJ15,3772,2
KCNQ2,3785,2
KRAS,3845,2
KRT1,3848,2
KRT2,3849,2
KRT7,3855,2
LIF,3976,2
LOR,4014,2
MAGEA2,4101,2
MAGEA8,4107,2
MAGEA12,4111,2
MATN1,4146,2
MC4R,4160,2
MGP,4256,2
MMP10,4319,2
MUC2,4583,2
MYBPC1,4604,2
MYH3,4621,2
MYH4,4622,2
MYL4,4635,2
MYO1A,4640,2
MYOC,4653,2
NDUFS5,4725,2
PNP,4860,2
NPTX2,4885,2
NPY1R,4886,2
NPY6R,4888,2
NPY5R,4889,2
PAX1,5075,2
PCSK1,5122,2
PENK,5179,2
VIT,5212,2
PHEX,5251,2
SERPINA4,5267,2
PLA2G2A,5320,2
PLA2G5,5322,2
PMCH,5367,2
POU3F2,5454,2
PRLR,5618,2
PRODH,5625,2
PYY,5697,2
PVR,5817,2
PVRL2,5819,2
RET,5979,2
RFX4,5992,2
RMRP,6023,2
SNORA63,6043,2
SNORD15A,6079,2
RP1,6101,2
RPE65,6121,2
S100A12,6283,2
ACSM3,6296,2
SCNN1B,6338,2
SCNN1G,6340,2
CCL14,6358,2
CCL18,6362,2
CCL20,6364,2
SEPP1,6414,2
SI,6476,2
SLC1A6,6511,2
SLC3A1,6519,2
SLC6A4,6532,2
SLC10A1,6554,2
SLC14A1,6563,2
SLC17A1,6568,2
SPINK1,6690,2
SST,6750,2
HNF1A,6927,2
TCP10,6953,2
TERC,7012,2
TFF2,7032,2
TCHH,7062,2
THRSP,7069,2
CLDN5,7122,2
CLEC3B,7123,2
TNP1,7141,2
TRH,7200,2
TRPC6,7225,2
TTR,7276,2
COL14A1,7373,2
VGF,7425,2
ZNF224,7767,2
ZNF226,7769,2
LRP8,7804,2
SLC14A2,8170,2
USP9Y,8287,2
HIST3H3,8290,2
FZD9,8326,2
HIST1H2AL,8332,2
HIST1H3I,8354,2
HIST1H4D,8360,2
HIST1H4F,8361,2
HIST1H4L,8368,2
UTF1,8433,2
FKBP6,8468,2
PPFIA2,8499,2
CHRD,8646,2
PABPC4,8761,2
TNFRSF6B,8771,2
AKAP4,8852,2
WASF1,8936,2
ARHGEF1,9138,2
CPNE6,9362,2
OTOF,9381,2
ITM2A,9452,2
CARTPT,9607,2
TCL1B,9623,2
CLCA2,9635,2
FEZ1,9638,2
PPIP5K1,9677,2
MFAP3L,9848,2
USH1C,10083,2
CHST4,10164,2
LRRC17,10234,2
APC2,10297,2
CLEC4M,10332,2
CARM1,10498,2
SCGN,10590,2
ERN2,10595,2
LEFTY1,10637,2
SCGB1D2,10647,2
GIPC1,10755,2
ZNF234,10780,2
C7orf16,10842,2
PDE10A,10846,2
PPP1R13L,10848,2
EDDM3A,10876,2
PROKR1,10887,2
WIF1,11197,2
RASSF8,11228,2
HRH3,11255,2
GOLGA8A,23015,2
SRGAP2,23380,2
CRB1,23418,2
EML2,24139,2
PRKD2,25865,2
C20orf26,26074,2
ABCA12,26154,2
OR5E1P,26343,2
HAVCR1,26762,2
SNORA71A,26777,2
SNORA70,26778,2
SNORA68,26780,2
SNORA67,26781,2
SNORA65,26783,2
CLUL1,27098,2
ITGB1BP3,27231,2
PCDH17,27253,2
BMP10,27302,2
CCDC56,28958,2
SCG3,29106,2
PRICKLE4,29964,2
A1CF,29974,2
SLC39A2,29986,2
PILRB,29990,2
IL20,50604,2
PI15,51050,2
MYO15A,51168,2
LUZP4,51213,2
CSAD,51380,2
VCX3A,51481,2
TPPP3,51673,2
MYOZ2,51778,2
L1TD1,54596,2
LRRN3,54674,2
CDHR2,54825,2
PPP1R14D,54866,2
FEZF2,55079,2
ARMC1,55156,2
C14orf105,55195,2
DPPA4,55211,2
ECHDC2,55268,2
MSX2P1,55545,2
PLXNA3,55558,2
OSGEP,55644,2
ZNF83,55769,2
C19orf61,56006,2
LMOD3,56203,2
DNAJC12,56521,2
MUC13,56667,2
C11orf16,56673,2
TCEAL7,56849,2
PLEKHA4,57664,2
PROL1,58503,2
DMRT3,58524,2
CACNG6,59285,2
HAPLN2,60484,2
CCDC81,60494,2
PAPPA2,60676,2
ANO3,63982,2
TNMD,64102,2
RRAGC,64121,2
LHX5,64211,2
WNK4,65266,2
LYNX1,66004,2
PRRG3,79057,2
IRX1,79192,2
EPS8L3,79574,2
EFCAB1,79645,2
FAM164C,79696,2
LRRC31,79782,2
HHIPL2,79802,2
TREML2,79865,2
MAGIX,79917,2
TUBA4B,80086,2
TRIM46,80128,2
ULBP1,80329,2
PABPC1L,80336,2
SEL1L2,80343,2
KCNH6,81033,2
COL21A1,81578,2
KRTAP1-1,81851,2
JAM3,83700,2
REG4,83998,2
FBXW9,84261,2
DGAT2,84649,2
RNASE7,84659,2
MYPN,84665,2
C9orf24,84688,2
NFKBID,84807,2
PPAPDC3,84814,2
C1orf94,84970,2
SLC22A16,85413,2
SCIN,85477,2
RPPH1,85495,2
RSPH1,89765,2
FCHSD1,89848,2
LHX4,89884,2
SYT8,90019,2
CEACAM21,90273,2
LRRC46,90506,2
TMEM55B,90809,2
FOXP2,93986,2
OPN4,94233,2
UCN3,114131,2
SNORD15B,114599,2
LMTK3,114783,2
LENG8,114823,2
PNMA5,114824,2
ARHGAP33,115703,2
CCDC151,115948,2
C8orf34,116328,2
DACH2,117154,2
CATSPER2,117155,2
MRGPRX3,117195,2
C10orf71,118461,2
AGAP11,119385,2
CLRN3,119467,2
LRRC50,123872,2
KIF19,124602,2
CYP4F22,126410,2
WDR63,126820,2
C1orf173,127254,2
WDR64,128025,2
IQGAP3,128239,2
C1orf88,128344,2
TRIM43,129868,2
SNTN,132203,2
SPATA18,132671,2
C5orf58,133874,2
ZNF474,133923,2
CLVS2,134829,2
RALYL,138046,2
MAGEC3,139081,2
BEND2,139105,2
PASD1,139135,2
MUC17,140453,2
C20orf56,140828,2
ITLN2,142683,2
C13orf30,144809,2
C2CD4A,145741,2
TMED6,146456,2
C16orf71,146562,2
KRT25,147183,2
CAPN12,147968,2
LOC148709,148709,2
DCDC2B,149069,2
CCDC17,149483,2
C21orf121,150142,2
TEKT4,150483,2
AMZ1,155185,2
ARHGAP36,158763,2
RHOXF1,158800,2
FAM122B,159090,2
MARCH10,162333,2
ZNF709,163051,2
FAM179A,165186,2
C9orf71,169693,2
CXorf22,170063,2
HTR3C,170572,2
ADAMTS16,170690,2
FAM9B,171483,2
VWA3B,200403,2
CCDC11,220136,2
PI16,221476,2
CDHR3,222256,2
SLC17A8,246213,2
MORN5,254956,2
SYT14,255928,2
TMEM146,257062,2
ANKS4B,257629,2
KCNRG,283518,2
ZDHHC22,283576,2
CCDC79,283847,2
SIGLEC15,284266,2
NWD1,284434,2
LOC285401,285401,2
C7orf53,286006,2
SCARA5,286133,2
CXorf59,286464,2
TMSB15B,286527,2
VSX2,338917,2
CLEC4G,339390,2
C22orf33,339669,2
LOC340357,340357,2
COX8C,341947,2
KRT27,342574,2
ZNF284,342909,2
ZSCAN5B,342933,2
BARHL2,343472,2
ECT2L,345930,2
HCN1,348980,2
LOC349114,349114,2
ZACN,353174,2
TMPRSS9,360200,2
CDRT1,374286,2
B3GNT8,374907,2
LHFPL3,375612,2
C15orf52,388115,2
LDLRAD1,388633,2
C2orf78,388960,2
SFTA2,389376,2
GLYATL3,389396,2
IYD,389434,2
OR7A10,390892,2
GRID2IP,392862,2
FOXI2,399823,2
DTHD1,401124,2
C4orf40,401137,2
PRRT4,401399,2
SPINK6,404203,2
SCGB1D4,404552,2
GOLGA8B,440270,2
H2AFB1,474382,2
SNORA6,574040,2
SNORA10,574042,2
SNORA3,619562,2
PGA4,643847,2
SNORA48,652965,2
SNORD10,652966,2
C2orf84,653140,2
PHLDB3,653583,2
SNORA5A,654319,2
SCARNA3,677679,2
SCARNA6,677772,2
SCARNA1,677774,2
SCARNA16,677781,2
SNORA7B,677797,2
SNORA14A,677801,2
SNORA14B,677802,2
SNORA20,677806,2
SNORA23,677808,2
SNORA24,677809,2
SNORA34,677815,2
SNORA37,677819,2
SNORA42,677823,2
SNORA49,677829,2
SNORA53,677832,2
SNORA54,677833,2
SNORA55,677834,2
SNORA74B,677841,2
SNORA79,677845,2
SNORA16A,692073,2
SNORD17,692086,2
SCARNA10,692148,2
SNORA57,692158,2
SNORD97,692223,2
SNORD94,692225,2
RSPH10B2,728194,2
C12orf71,728858,2
LOC729234,729234,2
SFTPA2,729238,2
CCDC61,729440,2
SNORA84,100124534,2
LOC100128164,100128164,2
LOC100130274,100130274,2
C19orf69,100170765,2
ABAT,18,3
ACTN4,81,3
ACTN3,89,3
ACVR2B,93,3
ADH1B,125,3
PARP1,142,3
ADRA2A,150,3
ADRA2B,151,3
AGXT,189,3
NR0B1,190,3
ALX3,257,3
AMY1A,276,3
ANK1,286,3
ARHGDIB,397,3
ASTN1,460,3
ATP2B3,492,3
BAI2,576,3
BARD1,580,3
CXCR5,643,3
BMPR1A,657,3
BUB1,699,3
C11orf9,745,3
MPPED1,758,3
CA5A,763,3
CACNA1C,775,3
CACNA1D,776,3
CACNA2D1,781,3
CALCR,799,3
CAMK2A,815,3
CAPN6,827,3
CASP1,834,3
CBLN1,869,3
CCIN,881,3
CCNB1,891,3
CCNF,899,3
CD3E,916,3
CD247,919,3
CD7,924,3
MS4A1,931,3
TNFSF8,944,3
CD37,951,3
CD74,972,3
CDC25A,993,3
CDH4,1002,3
CDH17,1015,3
CDK2,1017,3
CDKN3,1033,3
CDX2,1045,3
CEACAM5,1048,3
CENPA,1058,3
CENPF,1063,3
CGA,1081,3
CKM,1158,3
CLCNKA,1187,3
PLK3,1263,3
COL2A1,1280,3
COL4A6,1288,3
CPA2,1358,3
CPN1,1369,3
CRK,1398,3
CRKL,1399,3
CRYBA4,1413,3
CRYBB1,1414,3
CRYM,1428,3
CST1,1469,3
NKX2-5,1482,3
CTNS,1497,3
CTRB1,1504,3
CTSW,1521,3
CYP4B1,1580,3
CYP17A1,1586,3
DAB1,1600,3
DGKG,1608,3
DDC,1644,3
AKR1C1,1645,3
DEFA5,1670,3
CFD,1675,3
DLX1,1745,3
DLX2,1746,3
DMD,1756,3
SARDH,1757,3
DYNC1I1,1780,3
DNMT3A,1788,3
DTX1,1840,3
DUSP9,1852,3
ECH1,1891,3
S1PR3,1903,3
EDN3,1908,3
EFNB3,1949,3
ELF5,2001,3
EMX1,2016,3
EN2,2020,3
EPHA1,2041,3
EPHA3,2042,3
EPHA5,2044,3
F7,2155,3
FAAH,2166,3
FABP4,2167,3
FGD1,2245,3
FGG,2266,3
FIGF,2277,3
FOXF1,2294,3
FOXF2,2295,3
FOXC2,2303,3
FOXM1,2305,3
FLNC,2318,3
FMO2,2327,3
FMO3,2328,3
NR5A1,2516,3
DARC,2532,3
FYN,2534,3
GABRB2,2561,3
GABRP,2568,3
GABRR1,2569,3
B4GALNT1,2583,3
GAP43,2596,3
GAS2,2620,3
GAS6,2621,3
GATA3,2625,3
GBP2,2634,3
GBX2,2637,3
GCGR,2642,3
GDNF,2668,3
GFAP,2670,3
GFRA1,2674,3
GFRA3,2676,3
GHRH,2691,3
GJA4,2701,3
GPC3,2719,3
GLI1,2735,3
GLI3,2737,3
GPR17,2840,3
GPR26,2849,3
GPT,2875,3
GRIK4,2900,3
GRIN2B,2904,3
GRM4,2914,3
CXCL1,2919,3
GRPR,2925,3
GSTA1,2938,3
GSTA2,2939,3
GUCA2A,2980,3
SERPIND1,3053,3
HLA-B,3106,3
HLA-DMA,3108,3
MNX1,3110,3
HLA-DOB,3112,3
HLA-DPA1,3113,3
HLA-DPB1,3115,3
HLA-DQB2,3120,3
HLA-DRA,3122,3
HLA-DRB1,3123,3
HMX2,3167,3
ONECUT1,3175,3
HOXA1,3198,3
HOXA10,3206,3
HOXA11,3207,3
HOXC13,3229,3
HOXD10,3236,3
HOXD11,3237,3
HOXD12,3238,3
HOXD13,3239,3
HPD,3242,3
HPGD,3248,3
ERAS,3266,3
HRC,3270,3
HTR1D,3352,3
HTR1E,3354,3
HTR2B,3357,3
HTR6,3362,3
ID3,3399,3
IDE,3416,3
IDO1,3620,3
INSL3,3640,3
INSRR,3645,3
ITGB6,3694,3
KCNA6,3742,3
KCNF1,3754,3
KCNH1,3756,3
KCNJ8,3764,3
KCNN1,3780,3
KLK2,3817,3
KLRB1,3820,3
KLRC3,3823,3
KNG1,3827,3
KIF11,3832,3
KRT3,3850,3
KRT5,3852,3
KRT7,3855,3
LAMA3,3909,3
LAMB1,3912,3
LBR,3930,3
LGALS4,3960,3
LMNB1,4001,3
LMX1B,4010,3
LRP4,4038,3
LRP6,4040,3
LSAMP,4045,3
LTA,4049,3
LTC4S,4056,3
LUM,4060,3
MAB21L1,4081,3
SMAD9,4093,3
MAGEA1,4100,3
MAGEA8,4107,3
MAGEB1,4112,3
MAP1A,4130,3
MARS,4141,3
MBP,4155,3
MC5R,4161,3
MEP1B,4225,3
MEST,4232,3
KITLG,4254,3
CIITA,4261,3
MME,4311,3
MMP17,4326,3
MOG,4340,3
MPP2,4355,3
MSX2,4488,3
MUC4,4585,3
MUC7,4589,3
MYBL2,4605,3
MYCN,4613,3
GADD45B,4616,3
MYO7B,4648,3
NAB2,4665,3
NEK2,4751,3
NID1,4811,3
NKX2-2,4821,3
NNAT,4826,3
NME3,4832,3
NNMT,4837,3
NOS2,4843,3
NPTX1,4884,3
NRAP,4892,3
NTRK1,4914,3
NTRK2,4915,3
NTN3,4917,3
ROR2,4920,3
DDR2,4921,3
NTSR1,4923,3
OCM2,4951,3
OMD,4958,3
OPCML,4978,3
SIX6,4990,3
OTX2,5015,3
P2RX5,5026,3
PAFAH1B1,5048,3
PAX3,5077,3
PAX4,5078,3
PCDH8,5100,3
PCOLCE,5118,3
PCSK5,5125,3
PDE1C,5137,3
PDE3A,5139,3
PDE6A,5145,3
PFKFB4,5210,3
SERPINA1,5265,3
PIK3C2G,5288,3
PLAGL1,5325,3
PLAT,5327,3
PLCB4,5332,3
PLP1,5354,3
PRRX1,5396,3
Sep.05,5413,3
POLR2A,5430,3
POU3F2,5454,3
POU3F4,5456,3
POU4F1,5457,3
PRB1,5542,3
PRB4,5545,3
PRG2,5553,3
PKIA,5569,3
MAPK4,5596,3
PROX1,5629,3
MASP1,5648,3
PSMB10,5699,3
PSMC4,5704,3
PSMD1,5707,3
PTH,5741,3
PTH1R,5745,3
PTPRD,5789,3
RAB3B,5865,3
RBBP5,5929,3
RBP4,5950,3
PRPH2,5961,3
RECQL,5965,3
RET,5979,3
RGR,5995,3
RNF2,6045,3
ROBO1,6091,3
ROBO2,6092,3
RPA1,6117,3
RPL3L,6123,3
RRAD,6236,3
RS1,6247,3
S100A2,6273,3
S100A5,6276,3
S100A6,6277,3
SALL2,6297,3
SALL1,6299,3
SCN1A,6323,3
SCN4A,6329,3
SCN4B,6330,3
SCN5A,6331,3
SCN10A,6336,3
SCT,6343,3
CCL17,6361,3
CCL18,6362,3
SELP,6403,3
SFRP1,6422,3
SCG5,6447,3
SHOX2,6474,3
SILV,6490,3
SLC3A1,6519,3
SLC6A7,6534,3
SLC6A13,6540,3
SLC8A3,6547,3
SLC9A3,6550,3
SLC10A1,6554,3
SLC10A2,6555,3
SLC11A1,6556,3
SLC16A1,6566,3
SLC18A1,6570,3
SLIT1,6585,3
SMARCA1,6594,3
SMARCD1,6602,3
FSCN1,6624,3
SOX2,6657,3
SPOCK1,6695,3
SPTBN1,6711,3
TROVE2,6738,3
SSTR1,6751,3
SSTR3,6753,3
SSTR5,6755,3
HSPA13,6782,3
SULT1E1,6783,3
SUPT5H,6829,3
XCL2,6846,3
SYT1,6857,3
TAF5,6877,3
TBX1,6899,3
SERPINA7,6906,3
TBX3,6926,3
HNF1A,6927,3
TCF7,6932,3
TDGF1,6997,3
TDGF3,6998,3
TDO2,6999,3
TECTA,7007,3
TERF1,7013,3
TFF1,7031,3
TFR2,7036,3
LEFTY2,7044,3
TH,7054,3
THBS4,7060,3
TLL2,7093,3
TMPO,7112,3
TNFAIP2,7127,3
TNR,7143,3
TOP2A,7153,3
TP53BP1,7158,3
TRO,7216,3
TWIST1,7291,3
UBE2G1,7326,3
KDM6A,7403,3
VGF,7425,3
VTN,7448,3
WNT1,7471,3
WNT8B,7479,3
WNT9B,7484,3
XPNPEP2,7512,3
XRCC1,7515,3
YWHAE,7531,3
ZNF45,7596,3
ZNF75D,7626,3
ZNF221,7638,3
ZNF227,7770,3
ZNF230,7773,3
SLC30A3,7781,3
ZP2,7783,3
NPHS2,7827,3
FZD5,7855,3
PSCA,8000,3
SHOC2,8036,3
USP5,8078,3
ST8SIA2,8128,3
SNN,8303,3
PIP5K1B,8395,3
NR0B2,8431,3
DOC2B,8447,3
ITGA8,8516,3
DGKD,8527,3
UNC5C,8633,3
EIF4EBP3,8637,3
DCHS1,8642,3
S1PR4,8698,3
B4GALT4,8702,3
TNFRSF25,8718,3
TNFSF10,8743,3
ADAM23,8745,3
TNFRSF14,8764,3
TNFRSF6B,8771,3
MATN4,8785,3
TRIM24,8805,3
IL18RAP,8807,3
FGF17,8822,3
ALDH1A2,8854,3
CACNA1I,8911,3
CACNA1H,8912,3
CACNA1G,8913,3
TIMELESS,8914,3
SLC7A7,9056,3
ANGPTL1,9068,3
CLDN2,9075,3
RQCD1,9125,3
CCNB2,9133,3
NEURL,9148,3
SLC6A5,9152,3
EXO1,9156,3
LGI1,9211,3
CACNA2D2,9254,3
ZNF235,9310,3
C5orf13,9315,3
LHX2,9355,3
SLC22A8,9376,3
NRXN2,9379,3
CHST3,9469,3
CABP1,9478,3
TBX4,9496,3
FXR2,9513,3
GMFG,9535,3
IGDCC3,9543,3
MINPP1,9562,3
KIF20B,9585,3
DZIP3,9666,3
WSCD2,9671,3
ESPL1,9700,3
FAM131B,9715,3
SEC14L5,9717,3
NOS1AP,9722,3
ZNF536,9745,3
RNF144A,9781,3
DLGAP5,9787,3
MTSS1,9788,3
IP6K1,9807,3
KIAA0753,9851,3
ZBTB39,9880,3
RHOBTB1,9886,3
SV2A,9900,3
ARNT2,9915,3
NCAPD2,9918,3
KIF14,9928,3
RBM8A,9939,3
HS3ST3B1,9953,3
MVP,9961,3
FGF19,9965,3
SLC17A4,10050,3
SMC4,10051,3
UBA2,10054,3
UST,10090,3
KIF20A,10112,3
CELA3A,10136,3
MPZL2,10205,3
OLIG2,10215,3
PRG4,10216,3
IGSF6,10261,3
PAK4,10298,3
LAMC3,10319,3
AKR1A1,10327,3
CLEC4M,10332,3
TUBA1B,10376,3
TUBB4,10382,3
SCML2,10389,3
SEC23A,10484,3
UBD,10537,3
RPP30,10556,3
OLFM4,10562,3
IFITM2,10581,3
PRPF8,10594,3
RASL10A,10633,3
RAD51AP1,10635,3
EXOC5,10640,3
IGF2BP1,10642,3
DMRT2,10655,3
CCT8,10694,3
PLAC1,10761,3
NES,10763,3
HBS1L,10767,3
ZNF234,10780,3
CYSLTR1,10800,3
PDE10A,10846,3
SMR3B,10879,3
MLLT11,10962,3
UPK1A,11045,3
LECT1,11061,3
IL1RAPL1,11141,3
WDHD1,11169,3
STRAP,11171,3
ADAMTS7,11173,3
SLC6A14,11254,3
MGLL,11343,3
CNKSR2,22866,3
DHX30,22907,3
KLRK1,22914,3
TPX2,22974,3
EFR3B,22979,3
CAND2,23066,3
ZNF423,23090,3
FSTL4,23105,3
RAP1GAP2,23108,3
HIC2,23119,3
NACAD,23148,3
Sep.06,23157,3
ARL6IP1,23204,3
KIAA1024,23251,3
DNMBP,23268,3
SMG6,23293,3
WSCD1,23302,3
CUX2,23316,3
DPY19L1,23333,3
KIAA0895,23366,3
SRGAP2,23380,3
NCAPH,23397,3
GRIP1,23426,3
HEY1,23462,3
CBX5,23468,3
ZNF281,23528,3
HYAL4,23553,3
NTSR2,23620,3
KCNE1L,23630,3
TMEFF2,23671,3
CADM1,23705,3
AIPL1,23746,3
FLRT2,23768,3
FLRT1,23769,3
KIF4A,24137,3
C22orf31,25770,3
TMEM59L,25789,3
BAMBI,25805,3
TPSG1,25823,3
ABTB2,25841,3
INTS7,25896,3
NSL1,25936,3
